Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,variant,variant-index,creator
Case33,End,End,2013-05-30 09:19:20.000,Variant 1,1,End,End,End,End,End,End
Case34,Start,Start,2013-06-11 12:56:40.000,Variant 14,14,Start,Start,Start,Start,Start,Start
Case34,Assign seriousness,Value 14,2013-06-11 12:56:40.000,Variant 14,14,Assign seriousness,complete,Value 14,Variant 14,14,Fluxicon Disco
Case34,Take in charge ticket,Value 14,2013-06-25 09:42:45.000,Variant 14,14,Take in charge ticket,complete,Value 14,Variant 14,14,Fluxicon Disco
Case34,Wait,Value 14,2013-06-25 09:43:50.000,Variant 14,14,Wait,complete,Value 14,Variant 14,14,Fluxicon Disco
Case34,Wait,Value 9,2013-06-26 12:27:04.000,Variant 14,14,Wait,complete,Value 9,Variant 14,14,Fluxicon Disco
Case34,Resolve ticket,Value 9,2013-07-05 09:18:32.000,Variant 14,14,Resolve ticket,complete,Value 9,Variant 14,14,Fluxicon Disco
Case34,Closed,Value 3,2013-07-20 09:18:42.000,Variant 14,14,Closed,complete,Value 3,Variant 14,14,Fluxicon Disco
Case34,End,End,2013-07-20 09:18:42.000,Variant 14,14,End,End,End,End,End,End
Case35,Start,Start,2012-01-18 07:15:30.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case35,Assign seriousness,Value 1,2012-01-18 07:15:30.000,Variant 5,5,Assign seriousness,complete,Value 1,Variant 5,5,Fluxicon Disco
Case35,Resolve ticket,Value 1,2012-01-18 08:46:37.000,Variant 5,5,Resolve ticket,complete,Value 1,Variant 5,5,Fluxicon Disco
Case35,Closed,Value 5,2012-03-10 07:20:43.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case35,End,End,2012-03-10 07:20:43.000,Variant 5,5,End,End,End,End,End,End
Case36,Start,Start,2011-06-29 09:06:48.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case36,Assign seriousness,Value 2,2011-06-29 09:06:48.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case36,Take in charge ticket,Value 6,2011-06-30 11:58:23.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case36,Resolve ticket,Value 6,2011-07-05 06:32:43.000,Variant 1,1,Resolve ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case36,Closed,Value 5,2011-07-30 09:10:20.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case36,End,End,2011-07-30 09:10:20.000,Variant 1,1,End,End,End,End,End,End
Case37,Start,Start,2011-02-10 10:13:07.000,Variant 92,92,Start,Start,Start,Start,Start,Start
Case37,Assign seriousness,Value 8,2011-02-10 10:13:07.000,Variant 92,92,Assign seriousness,complete,Value 8,Variant 92,92,Fluxicon Disco
Case37,Take in charge ticket,Value 8,2011-02-10 10:13:33.000,Variant 92,92,Take in charge ticket,complete,Value 8,Variant 92,92,Fluxicon Disco
Case37,Resolve ticket,Value 9,2011-02-10 14:20:02.000,Variant 92,92,Resolve ticket,complete,Value 9,Variant 92,92,Fluxicon Disco
Case37,Resolve ticket,Value 2,2011-03-02 12:23:58.000,Variant 92,92,Resolve ticket,complete,Value 2,Variant 92,92,Fluxicon Disco
Case37,Take in charge ticket,Value 2,2011-03-02 12:24:07.000,Variant 92,92,Take in charge ticket,complete,Value 2,Variant 92,92,Fluxicon Disco
Case37,Wait,Value 2,2011-03-02 14:27:52.000,Variant 92,92,Wait,complete,Value 2,Variant 92,92,Fluxicon Disco
Case37,Take in charge ticket,Value 2,2011-03-04 08:37:50.000,Variant 92,92,Take in charge ticket,complete,Value 2,Variant 92,92,Fluxicon Disco
Case37,Resolve ticket,Value 2,2011-03-04 08:37:55.000,Variant 92,92,Resolve ticket,complete,Value 2,Variant 92,92,Fluxicon Disco
Case37,Closed,Value 5,2011-04-03 07:38:21.000,Variant 92,92,Closed,complete,Value 5,Variant 92,92,Fluxicon Disco
Case37,End,End,2011-04-03 07:38:21.000,Variant 92,92,End,End,End,End,End,End
Case38,Start,Start,2012-03-20 06:57:45.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case38,Assign seriousness,Value 4,2012-03-20 06:57:45.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case38,Take in charge ticket,Value 4,2012-03-20 06:58:15.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case38,Resolve ticket,Value 4,2012-03-20 07:18:56.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case38,Closed,Value 5,2012-04-21 15:00:36.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case38,End,End,2012-04-21 15:00:36.000,Variant 1,1,End,End,End,End,End,End
Case39,Start,Start,2013-08-29 10:05:59.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case39,Assign seriousness,Value 14,2013-08-29 10:05:59.000,Variant 2,2,Assign seriousness,complete,Value 14,Variant 2,2,Fluxicon Disco
Case39,Take in charge ticket,Value 2,2013-09-11 11:57:48.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case39,Wait,Value 4,2013-09-12 08:46:36.000,Variant 2,2,Wait,complete,Value 4,Variant 2,2,Fluxicon Disco
Case39,Resolve ticket,Value 4,2013-09-27 08:50:58.000,Variant 2,2,Resolve ticket,complete,Value 4,Variant 2,2,Fluxicon Disco
Case39,Closed,Value 3,2013-10-12 08:51:11.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case39,End,End,2013-10-12 08:51:11.000,Variant 2,2,End,End,End,End,End,End
Case40,Start,Start,2012-08-09 11:13:03.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case40,Assign seriousness,Value 4,2012-08-09 11:13:03.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case40,Take in charge ticket,Value 4,2012-08-09 11:13:29.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case40,Resolve ticket,Value 13,2012-08-09 11:46:00.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case40,Closed,Value 5,2012-09-12 11:20:25.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case40,End,End,2012-09-12 11:20:25.000,Variant 1,1,End,End,End,End,End,End
Case41,Start,Start,2010-12-14 09:44:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case41,Assign seriousness,Value 14,2010-12-14 09:44:26.000,Variant 1,1,Assign seriousness,complete,Value 14,Variant 1,1,Fluxicon Disco
Case41,Take in charge ticket,Value 14,2010-12-14 09:44:57.000,Variant 1,1,Take in charge ticket,complete,Value 14,Variant 1,1,Fluxicon Disco
Case41,Resolve ticket,Value 14,2010-12-14 09:45:12.000,Variant 1,1,Resolve ticket,complete,Value 14,Variant 1,1,Fluxicon Disco
Case41,Closed,Value 5,2011-01-27 09:50:31.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case41,End,End,2011-01-27 09:50:31.000,Variant 1,1,End,End,End,End,End,End
Case42,Start,Start,2011-06-16 11:23:39.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case42,Assign seriousness,Value 8,2011-06-16 11:23:39.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case42,Take in charge ticket,Value 8,2011-06-16 11:51:05.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case42,Resolve ticket,Value 8,2011-06-16 12:39:51.000,Variant 1,1,Resolve ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case42,Closed,Value 5,2011-07-30 11:30:33.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case42,End,End,2011-07-30 11:30:33.000,Variant 1,1,End,End,End,End,End,End
Case43,Start,Start,2012-04-10 07:56:32.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case43,Assign seriousness,Value 1,2012-04-10 07:56:32.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case43,Take in charge ticket,Value 4,2012-04-10 08:27:27.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case43,Resolve ticket,Value 4,2012-04-10 09:53:28.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case43,Closed,Value 5,2012-05-26 08:00:20.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case43,End,End,2012-05-26 08:00:20.000,Variant 1,1,End,End,End,End,End,End
Case44,Start,Start,2010-11-29 15:09:19.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case44,Assign seriousness,Value 2,2010-11-29 15:09:19.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case44,Take in charge ticket,Value 2,2010-11-29 15:19:59.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case44,Resolve ticket,Value 2,2010-11-29 15:20:51.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case44,Closed,Value 5,2010-12-31 15:10:28.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case44,End,End,2010-12-31 15:10:28.000,Variant 1,1,End,End,End,End,End,End
Case45,Start,Start,2012-01-20 13:08:14.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case45,Assign seriousness,Value 9,2012-01-20 13:08:14.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case45,Take in charge ticket,Value 9,2012-01-25 10:46:19.000,Variant 1,1,Take in charge ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case45,Resolve ticket,Value 9,2012-03-02 09:40:59.000,Variant 1,1,Resolve ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case45,Closed,Value 5,2012-03-17 09:41:18.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case45,End,End,2012-03-17 09:41:18.000,Variant 1,1,End,End,End,End,End,End
Case46,Start,Start,2012-11-14 13:33:17.000,Variant 28,28,Start,Start,Start,Start,Start,Start
Case46,Assign seriousness,Value 1,2012-11-14 13:33:17.000,Variant 28,28,Assign seriousness,complete,Value 1,Variant 28,28,Fluxicon Disco
Case46,Take in charge ticket,Value 2,2012-11-15 12:33:28.000,Variant 28,28,Take in charge ticket,complete,Value 2,Variant 28,28,Fluxicon Disco
Case46,Take in charge ticket,Value 12,2012-11-15 12:33:59.000,Variant 28,28,Take in charge ticket,complete,Value 12,Variant 28,28,Fluxicon Disco
Case46,Wait,Value 12,2012-11-16 10:37:21.000,Variant 28,28,Wait,complete,Value 12,Variant 28,28,Fluxicon Disco
Case46,Resolve ticket,Value 12,2012-12-14 13:20:49.000,Variant 28,28,Resolve ticket,complete,Value 12,Variant 28,28,Fluxicon Disco
Case46,Closed,Value 3,2012-12-29 13:21:03.000,Variant 28,28,Closed,complete,Value 3,Variant 28,28,Fluxicon Disco
Case46,End,End,2012-12-29 13:21:03.000,Variant 28,28,End,End,End,End,End,End
Case47,Start,Start,2011-05-25 08:48:18.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case47,Assign seriousness,Value 8,2011-05-25 08:48:18.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case47,Take in charge ticket,Value 8,2011-05-25 08:48:43.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case47,Resolve ticket,Value 15,2011-05-30 14:04:34.000,Variant 1,1,Resolve ticket,complete,Value 15,Variant 1,1,Fluxicon Disco
Case47,Closed,Value 5,2011-07-01 08:50:37.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case47,End,End,2011-07-01 08:50:37.000,Variant 1,1,End,End,End,End,End,End
Case48,Start,Start,2010-12-01 12:42:59.000,Variant 7,7,Start,Start,Start,Start,Start,Start
Case48,Insert ticket,Value 12,2010-12-01 12:42:59.000,Variant 7,7,Insert ticket,complete,Value 12,Variant 7,7,Fluxicon Disco
Case48,Assign seriousness,Value 2,2010-12-02 13:07:33.000,Variant 7,7,Assign seriousness,complete,Value 2,Variant 7,7,Fluxicon Disco
Case48,Take in charge ticket,Value 2,2010-12-02 13:07:41.000,Variant 7,7,Take in charge ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case48,Resolve ticket,Value 2,2010-12-02 13:08:33.000,Variant 7,7,Resolve ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case48,Closed,Value 5,2011-01-01 13:08:51.000,Variant 7,7,Closed,complete,Value 5,Variant 7,7,Fluxicon Disco
Case48,End,End,2011-01-01 13:08:51.000,Variant 7,7,End,End,End,End,End,End
Case49,Start,Start,2011-11-25 13:33:54.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case49,Assign seriousness,Value 2,2011-11-25 13:33:54.000,Variant 2,2,Assign seriousness,complete,Value 2,Variant 2,2,Fluxicon Disco
Case49,Take in charge ticket,Value 2,2011-11-25 13:47:48.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case49,Wait,Value 2,2011-11-29 13:47:35.000,Variant 2,2,Wait,complete,Value 2,Variant 2,2,Fluxicon Disco
Case49,Resolve ticket,Value 2,2011-12-02 15:25:57.000,Variant 2,2,Resolve ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case49,Closed,Value 5,2012-01-07 15:20:26.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case49,End,End,2012-01-07 15:20:26.000,Variant 2,2,End,End,End,End,End,End
Case50,Start,Start,2012-01-16 09:53:01.000,Variant 6,6,Start,Start,Start,Start,Start,Start
Case50,Assign seriousness,Value 4,2012-01-16 09:53:01.000,Variant 6,6,Assign seriousness,complete,Value 4,Variant 6,6,Fluxicon Disco
Case50,Take in charge ticket,Value 4,2012-01-16 09:59:51.000,Variant 6,6,Take in charge ticket,complete,Value 4,Variant 6,6,Fluxicon Disco
Case50,Resolve ticket,Value 4,2012-01-16 15:37:54.000,Variant 6,6,Resolve ticket,complete,Value 4,Variant 6,6,Fluxicon Disco
Case50,Resolve ticket,Value 4,2012-01-16 15:37:55.000,Variant 6,6,Resolve ticket,complete,Value 4,Variant 6,6,Fluxicon Disco
Case50,Closed,Value 5,2012-02-16 10:00:57.000,Variant 6,6,Closed,complete,Value 5,Variant 6,6,Fluxicon Disco
Case50,End,End,2012-02-16 10:00:57.000,Variant 6,6,End,End,End,End,End,End
Case51,Start,Start,2012-06-13 12:55:36.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case51,Assign seriousness,Value 4,2012-06-13 12:55:36.000,Variant 2,2,Assign seriousness,complete,Value 4,Variant 2,2,Fluxicon Disco
Case51,Take in charge ticket,Value 4,2012-06-14 06:07:06.000,Variant 2,2,Take in charge ticket,complete,Value 4,Variant 2,2,Fluxicon Disco
Case51,Wait,Value 10,2012-06-15 06:16:27.000,Variant 2,2,Wait,complete,Value 10,Variant 2,2,Fluxicon Disco
Case51,Resolve ticket,Value 10,2012-07-02 08:41:04.000,Variant 2,2,Resolve ticket,complete,Value 10,Variant 2,2,Fluxicon Disco
Case51,Closed,Value 5,2012-07-18 06:30:21.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case51,End,End,2012-07-18 06:30:21.000,Variant 2,2,End,End,End,End,End,End
Case52,Start,Start,2012-07-26 14:18:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case52,Assign seriousness,Value 13,2012-07-26 14:18:26.000,Variant 1,1,Assign seriousness,complete,Value 13,Variant 1,1,Fluxicon Disco
Case52,Take in charge ticket,Value 13,2012-07-26 14:18:35.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case52,Resolve ticket,Value 13,2012-07-27 09:46:28.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case52,Closed,Value 5,2012-09-12 14:20:55.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case52,End,End,2012-09-12 14:20:55.000,Variant 1,1,End,End,End,End,End,End
Case53,Start,Start,2010-10-14 12:53:13.000,Variant 16,16,Start,Start,Start,Start,Start,Start
Case53,Assign seriousness,Value 2,2010-10-14 12:53:13.000,Variant 16,16,Assign seriousness,complete,Value 2,Variant 16,16,Fluxicon Disco
Case53,Take in charge ticket,Value 14,2010-10-15 12:02:36.000,Variant 16,16,Take in charge ticket,complete,Value 14,Variant 16,16,Fluxicon Disco
Case53,Wait,Value 12,2010-10-28 14:12:55.000,Variant 16,16,Wait,complete,Value 12,Variant 16,16,Fluxicon Disco
Case53,Wait,Value 12,2010-10-28 14:12:55.000,Variant 16,16,Wait,complete,Value 12,Variant 16,16,Fluxicon Disco
Case53,Take in charge ticket,Value 12,2010-10-29 12:42:01.000,Variant 16,16,Take in charge ticket,complete,Value 12,Variant 16,16,Fluxicon Disco
Case53,Resolve ticket,Value 2,2010-11-04 07:48:12.000,Variant 16,16,Resolve ticket,complete,Value 2,Variant 16,16,Fluxicon Disco
Case53,Closed,Value 5,2010-12-04 07:48:57.000,Variant 16,16,Closed,complete,Value 5,Variant 16,16,Fluxicon Disco
Case53,End,End,2010-12-04 07:48:57.000,Variant 16,16,End,End,End,End,End,End
Case54,Start,Start,2013-11-07 07:20:59.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case54,Assign seriousness,Value 1,2013-11-07 07:20:59.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case54,Take in charge ticket,Value 2,2013-11-29 08:10:50.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case54,Resolve ticket,Value 2,2013-12-02 15:14:22.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case54,Closed,Value 3,2013-12-17 15:14:40.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case54,End,End,2013-12-17 15:14:40.000,Variant 1,1,End,End,End,End,End,End
Case55,Start,Start,2011-10-26 14:51:42.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case55,Assign seriousness,Value 4,2011-10-26 14:51:42.000,Variant 2,2,Assign seriousness,complete,Value 4,Variant 2,2,Fluxicon Disco
Case55,Take in charge ticket,Value 9,2011-10-31 14:19:03.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case55,Wait,Value 9,2011-11-07 07:44:52.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case55,Resolve ticket,Value 9,2011-11-21 07:21:23.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case55,Closed,Value 5,2011-12-06 07:21:36.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case55,End,End,2011-12-06 07:21:36.000,Variant 2,2,End,End,End,End,End,End
Case56,Start,Start,2012-01-30 10:32:58.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case56,Assign seriousness,Value 2,2012-01-30 10:32:58.000,Variant 5,5,Assign seriousness,complete,Value 2,Variant 5,5,Fluxicon Disco
Case56,Resolve ticket,Value 2,2012-01-30 10:33:23.000,Variant 5,5,Resolve ticket,complete,Value 2,Variant 5,5,Fluxicon Disco
Case56,Closed,Value 5,2012-03-14 10:40:25.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case56,End,End,2012-03-14 10:40:25.000,Variant 5,5,End,End,End,End,End,End
Case57,Start,Start,2010-10-29 08:39:23.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case57,Assign seriousness,Value 6,2010-10-29 08:39:23.000,Variant 1,1,Assign seriousness,complete,Value 6,Variant 1,1,Fluxicon Disco
Case57,Take in charge ticket,Value 6,2010-11-02 13:56:13.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case57,Resolve ticket,Value 6,2010-11-02 14:39:05.000,Variant 1,1,Resolve ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case57,Closed,Value 5,2010-11-30 09:40:55.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case57,End,End,2010-11-30 09:40:55.000,Variant 1,1,End,End,End,End,End,End
Case58,Start,Start,2012-11-16 14:49:30.000,Variant 93,93,Start,Start,Start,Start,Start,Start
Case58,Assign seriousness,Value 1,2012-11-16 14:49:30.000,Variant 93,93,Assign seriousness,complete,Value 1,Variant 93,93,Fluxicon Disco
Case58,Create SW anomaly,Value 1,2012-11-16 14:49:51.000,Variant 93,93,Create SW anomaly,complete,Value 1,Variant 93,93,Fluxicon Disco
Case58,Require upgrade,Value 2,2012-11-28 12:50:07.000,Variant 93,93,Require upgrade,complete,Value 2,Variant 93,93,Fluxicon Disco
Case58,Resolve ticket,Value 2,2012-12-17 08:55:05.000,Variant 93,93,Resolve ticket,complete,Value 2,Variant 93,93,Fluxicon Disco
Case58,Closed,Value 3,2013-01-01 08:55:26.000,Variant 93,93,Closed,complete,Value 3,Variant 93,93,Fluxicon Disco
Case58,End,End,2013-01-01 08:55:26.000,Variant 93,93,End,End,End,End,End,End
Case59,Start,Start,2012-03-28 11:28:37.000,Variant 6,6,Start,Start,Start,Start,Start,Start
Case59,Assign seriousness,Value 1,2012-03-28 11:28:37.000,Variant 6,6,Assign seriousness,complete,Value 1,Variant 6,6,Fluxicon Disco
Case59,Take in charge ticket,Value 1,2012-03-28 11:28:47.000,Variant 6,6,Take in charge ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case59,Resolve ticket,Value 1,2012-03-28 14:32:57.000,Variant 6,6,Resolve ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case59,Resolve ticket,Value 1,2012-03-28 14:32:57.000,Variant 6,6,Resolve ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case59,Closed,Value 5,2012-04-28 11:30:17.000,Variant 6,6,Closed,complete,Value 5,Variant 6,6,Fluxicon Disco
Case59,End,End,2012-04-28 11:30:17.000,Variant 6,6,End,End,End,End,End,End
Case60,Start,Start,2011-04-06 14:35:49.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case60,Assign seriousness,Value 13,2011-04-06 14:35:49.000,Variant 3,3,Assign seriousness,complete,Value 13,Variant 3,3,Fluxicon Disco
Case60,Take in charge ticket,Value 13,2011-04-06 14:36:04.000,Variant 3,3,Take in charge ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case60,Wait,Value 13,2011-04-07 14:41:23.000,Variant 3,3,Wait,complete,Value 13,Variant 3,3,Fluxicon Disco
Case60,Take in charge ticket,Value 2,2011-04-13 07:49:14.000,Variant 3,3,Take in charge ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case60,Resolve ticket,Value 2,2011-04-13 07:49:22.000,Variant 3,3,Resolve ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
